date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:40	2909/2909	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:40	2968/2968	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	3420/3420	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	1042/1042	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	990/990	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	3051/3051	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	1057/1057	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	1048/1048	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	3072/3072	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	3010/3010	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:41	3374/3374	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:16:42	3216/3216	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:20	1672/1672	U-----	200	untouched ('')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/KendellSq/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:21	561/561	U-----	200	untouched ('')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/KendellSq/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:21	365/365	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:21	176/176	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:22	3058/3058	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:22	361/361	U-----	200	untouched ('')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/KendellSq/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:22	2320/2320	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/KendellSq/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
17:17:22	285960/285960	U-----	200	untouched ('')	image/png	etag:CMGt3suP8/ICEAE=	https://images.squarespace-cdn.com/content/v1/613879197759b87d946180bc/1631232761631-49H6A41G09991FJ0EA0L/Lawn-Care29f1.png	C:/My%20Web%20Sites/KendellSq/images.squarespace-cdn.com/content/v1/613879197759b87d946180bc/1631232761631-49H6A41G09991FJ0EA0L/Lawn-Care29f1.png	(from https://kendell-landscaping.com/about)
17:17:22	3034/3034	U-----	200	untouched ('')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/KendellSq/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/613879197759b87d946180bc/22/5c5a519771c10ba3470d8101/6138791a7759b87d946180d6/1341/site.css)
